apple_x,apple_y,apple_p
325.3014886,276.6825559,6.22E-05
325.3121967,276.7463579,6.01E-05
340.8070241,276.9769292,5.12E-05
340.8047306,277.0645304,4.86E-05
340.8068368,277.1038473,4.77E-05
340.8345785,277.1144021,4.83E-05
374.4094419,281.2845197,0.999999046
374.1037598,281.2668166,0.999999225
372.5239739,281.3998225,0.999999642
372.4686433,281.4090497,0.999999642
372.4090512,281.3725569,0.999999762
372.3696587,281.5858731,0.999999642
372.2929685,281.6027539,0.999999642
372.2919757,281.5927231,0.999999642
372.3496165,281.5334449,0.999999702
372.2856139,281.5726497,0.999999642
372.2218174,281.5888872,0.999999702
372.2148741,281.565201,0.999999762
372.2228879,281.6247079,0.999999702
371.3834516,281.5079815,0.999999762
370.1516819,281.3049409,0.999999762
369.7792401,281.3673944,0.999999762
367.0896907,281.2907321,0.999999225
366.1926346,280.931071,0.99999851
364.9057853,281.1436381,0.999998212
363.7879415,281.0395818,0.999998629
363.0143571,281.3519807,0.999998212
363.0997724,281.6075902,0.999997914
362.8558359,281.8264885,0.999997735
362.765129,281.8548498,0.999997675
362.9633995,281.8002887,0.999997258
363.0276725,281.7928185,0.999997377
362.6956179,281.7392955,0.999997258
362.8024683,281.5736456,0.999997735
362.7359923,281.4987044,0.999997854
362.691336,281.3772497,0.999997675
361.9750462,279.9795575,0.999999106
361.9975889,279.9679677,0.999999225
361.9951477,280.4928331,0.999998331
362.0191488,280.6534715,0.999997973
362.4453084,281.3530016,0.999996662
362.4063438,281.1903162,0.999996722
362.4373449,280.9662318,0.999996066
362.2364683,280.7947354,0.999996483
362.1641917,280.249856,0.999997854
362.1682045,280.2291312,0.999997854
360.3689866,279.7752762,0.999997973
360.3269591,279.8124473,0.999997973
357.3924199,277.2423658,0.999999821
357.5491803,277.3153385,0.999999762
351.968112,274.2586594,0.999999642
351.9133096,274.2516181,0.999999642
346.8098826,272.2158883,0.999998748
346.8526551,272.1146417,0.999998808
342.4603865,268.9987801,0.999999464
342.4915798,268.989099,0.999999523
333.9657979,264.5914466,0.999997139
334.0456276,264.5506074,0.999997258
310.7470274,240.9981256,0.99808383
310.6653638,240.9728405,0.99796319
281.9956965,183.4410276,0.999985576
281.7634144,183.4606469,0.999983072
261.6961071,133.0240771,0.999998569
261.6895837,133.1107152,0.999998569
226.5105824,71.45878315,0.999997735
226.5010247,71.4426012,0.999997616
169.4045091,8.734337807,0.999807715
169.409909,8.777267694,0.999815464
